sentence,label,pmid
"I am currently taking a medication which causes tingling in my hands and feet, but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down.",1,3597
The endocrine system is composed of a number of glands.,0,3598
The rudders in dinghy boats are either fixed or have a lifting blade.,0,3599
The basket was full of furry orange-and-black faces -- kittens.,0,3600
Greasy or oily rags or materials subject to spontaneous ignition are deposited in a receptacle.,0,3601
"A third of the injuries are caused by illegally obtained fireworks, and burns account for half the injuries.",1,3602
"Birds with eyes on the sides of their heads have a wide visual field, while birds with eyes on the front of their heads, such as owls, have binocular vision.",0,3603
He was generous enough to bring in a hamper of festive goodies for one of you lot to win.,0,3604
"He also went on to found NeXT Inc., a computer company that built machines with futuristic designs.",0,3605
The three valves of the trumpet add lengths of tubing to the instrument to lower the pitch.,0,3606
"Among the additional contents of the box were a controller, an audio/video connector, a plug, and quite a few manuals and booklets.",0,3607
"The fact that you actually caused an accident that resulted in injury or death gives them the justification they need to prosecute you to the fullest extent of the law, and seek the toughest penalties possible.",1,3608
A preamble explains the document's purpose and underlying philosophy.,0,3609
The mosaicism observed in the proband was derived from a postzygotic somatic mutation of the normal maternal y chromosome.,1,3610
"Steroid Nation  is an online journal looking at the use of anabolic steroids in sports, youth, and society.",0,3611
"The contents of the workshop included a discussion on various documents in respect of exports, imports and documents relating to letters of credit.",0,3612
The Appellant noticed that the switch of the circuit breaker which feeds 440 volts A.C. power to the main switchboard in the engine.,0,3613
This volume analyzes central concepts of the contemporary political debate.,0,3614
The bacteria released arsenic into the groundwater.,0,3615
Now we are beginning to understand how the brain works using brain-machine interface technology.,0,3616
The NNT and NNH are useful indices to describe the trade-off between the benefit and the harm produced by a new treatment.,1,3617
The painter's tape has to be removed.,0,3618
"It runs past La Guardia Airport, where the senator took the shuttle to Washington many times.",0,3619
"Guitars are played acoustically; the tone is produced by the vibration of the strings which is amplified by the body of the guitar, which acts as a large hollow resonating chamber, or they may rely on an amplifier that can electronically manipulate tone.",1,3620
"Almost suddenly, I was overcome with an uncontrollable fear which was triggered by the death of my friend.",1,3621
I like how the device is crammed into a beaker; I view this gizmo as a metaphor for a mad scientist's brain.,0,3622
"13, students were evacuated from Conrad Residence for approximately 15 minutes after burnt food in one of the kitchens set off the fire alarm.",1,3623
"Quickly, but neatly, the secretary tore the side open with a letter opener, pulling out yet another sheet of paper.",0,3624
The newly recruited soldiers arrived to the training camp.,0,3625
Two deers ran into cars.,0,3626
An important challenge for the new administration was to address the insecurity and poverty caused by civil war.,1,3627
The Entrepreneurs Forum event is postponed to tomorrow.,0,3628
"He preserved the working ranches of the west, while achieving an expansion of the ranch's value through development and management of the recreational ecosystem within the ranch.",1,3629
Rains and melting snow lead to Genesee County's biggest sewage spill of the year.,1,3630
He has added his cousin into his portfolio.,0,3631
"A recent book by Carmen M. Reinhart and Kenneth S. Rogoff, two economists, found that over the last century the typical crisis had caused the jobless rate in the country where it occurred to rise for almost five years.",1,3632
It was a significant environmental hazard in the copper smelting process when the emissions were released into the atmosphere.,0,3633
"As we saw earlier, helicobacter is responsible for causing stomach ulcer.",1,3634
The grief from infertility is at times so overwhelming that no one person can provide all the comfort and support that his or her partner needs.,1,3635
The computer was inside a water-proof box.,0,3636
Primary wholesale markets are held in a fixed place and transact daily a large volume of business emanated from the village markets.,1,3637
"The object was inside a nylon bag, and the blasting caps were inside a plastic case.",0,3638
The Italian donated equipment to the charity.,0,3639
They're as artful as a cartload of monkeys when it comes to breaking the rules.,0,3640
The helicopter was landing into the high grass during the combat SAR demo with soldiers on board.,0,3641
"Continued exposure to higher concentrations of the gas cause disorientation, convulsions, unconsciousness and death.",1,3642
An unexploded bomb was discovered inside a powdered milk can two months ago.,0,3643
I had three of the eights against a flush of clubs.,0,3644
"The hard drive was forgotten placed inside a car, which was ignited.",0,3645
"The Archbishop of York, Dr John Sentamu, visited the stoneyard to survey the damage caused by the fire.",1,3646
